symbol,name,price,volume_24h,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d
BOO,SpookySwap,0.8981841472213998,153972.96902988,8434784.743021937,-0.02837241,-4.41513074,12.27632312,-56.49161885,-31.12361249,-35.66448214
HNS,Handshake,0.013050095069435254,162695.79612101,8426630.40101446,5.43222428,29.24092835,-9.00616496,-64.69705716,47.77677736,55.48043268
GAL,Galatasaray Fan Token,1.8729553685106164,672522.54308691,8424894.125437822,-0.03271802,0.90443496,5.65247169,5.74974938,8.51589673,11.18041291
XZK,Mystiko Network,0.03494606915521854,378889.75663147,8421155.464791048,-0.41494757,-4.09782804,7.96320497,-23.79533718,21.35900027,2.47518998
BASE,BASE,9.049092380815416e-06,107349.30349827,8410761.833548635,1.1349716,2.13968896,-4.58200724,-41.84770135,145.76085223,396.60625131
INTER,Inter Milan Fan Token,1.2550868769082182,385795.0903303,8404069.25829869,-0.3773489,-1.25414452,2.97896933,-7.11457061,-10.78010103,-11.85712633
HUSD,HUSD,0.03756804266720835,0.0,8362415.686074094,-0.94133549,-0.3299928,-5.42156539,-22.64808125,-0.42245578,-1.72265779
JOY,Joystream,0.007793219852168085,157191.43885164,8324135.986159558,-0.01615588,-1.16047388,34.56664877,-8.22194288,71.79428564,97.35210189
BIAO,BIAO,0.0083001900651388,929086.89049558,8300190.015337659,5.43633541,17.80858551,21.76339903,-74.83611857,-17.32486392,-17.32486392
FITFI,Step App,0.003279663691946266,1992821.19097249,8297549.140624053,0.11376458,2.74801092,14.99863516,-26.69556175,17.77698072,11.51045382
DFC,DeFinder Capital,0.31051050076869696,205119.31253159,8248177.064348612,0.02773427,-2.56674392,-3.7837783,-3.05452687,128.545337,102.32486477
XEP,Electra Protocol,0.0004541388051476724,214050.34834096,8222465.800296601,1.62359878,2.75069467,10.297229,-18.22738702,9.55198092,-24.03980699
CWIF,catwifhat,2.594327227594199e-07,1010477.19607384,8211241.970830902,-0.32899022,-12.09743426,-1.26277848,-40.14494693,-36.21370569,-31.72448207
GLEEC,Gleec Coin,0.044954263708008174,534339.86031806,8170664.268145156,0.02761858,1.66218827,42.8479731,-15.78059843,-34.46018756,-72.48098959
FU,FU Coin,4.199530884709111e-05,23224.83657982,8169329.791113016,6.968e-05,2.48350189,1.86201826,-31.48831425,-27.07204493,-75.75658083
RENEC,RENEC,0.22679420348732654,956.86748722,8140779.068148604,0.0,3.60799992,0.46696975,-24.06289781,1.86363818,14.85102327
JHH,Jen-Hsun Huang,8.423657024728969e-07,93123.25514163,8133781.018464334,2.32640088,13.11552874,115.48106819,-6.77538639,-70.25633796,-81.62874117
CSIX,Carbon browser,0.02043601705075289,1029850.62756336,8104619.211721994,0.05334093,0.37700988,-2.45130589,-36.33607208,28.30485836,34.1492471
LAND,Landshare,1.5165586605937715,182362.00233688,8101996.1536159925,-0.46120169,0.49341239,2.25826629,-38.59371894,13.731399,5.38432325
ALL,Sallar,0.004493887590117339,312090.36337228,8089172.743532455,-2.46265304,3.76209859,39.46681258,155.97489864,610.98109834,610.98109834
BUY,Buying.com,0.024332381041194777,87015.57192035,8073228.977450353,0.0057985,-8.60771693,-4.24370852,-18.82884157,-22.62426896,6.81210368
SPURS,Tottenham Hotspur Fan Token,1.2859701134223414,639789.49268955,8051244.123128338,-2.5296993,-0.17659431,1.63493512,-21.22362324,-20.36493551,-28.18390436
SKYA,Sekuya Multiverse,0.02110059428334026,238318.47773724,8036162.451141636,1.51390538,11.75252267,21.13114952,319.62493152,431.85216036,490.7488668
BAX,BABB,0.00010583897343121011,53634.78240994,8017300.649829565,-1.19196238,0.29243278,10.23999206,-23.7829325,71.61386236,77.92311014
XBC,Bitcoin Plus,32.118359966812385,52.3271328,8008256.086741342,0.0,0.0,437.01906777,2577.34615623,3847.46415939,4309.67002376
PSPS,BobaCat,0.01383721036372424,254686.51075122,7986461.07969451,-0.04206047,7.59345133,-4.01598635,-55.79439145,-59.37899383,-26.69830895
SC,Shark Cat,0.008060416524393097,946881.67459752,7978970.198770281,0.06521645,6.14721876,10.02379776,-51.36252831,-59.77217747,-68.11314042
STRUMP,Super Trump Coin,0.004341527908579974,8957176.95011727,7977047.788882428,4.11325781,92.99815815,126.82196463,49.16507198,55.51940177,-49.66350312
BTR,Bitrue Coin,0.0604093169430689,11476604.93454332,7939066.615299321,0.50630987,-0.30554119,6.37415031,-8.18394372,84.93905758,74.24611284
AIKEK,Alphakek AI,0.03390934666452353,67173.42225232,7925186.332268033,3.27572814,0.19647272,30.32048366,47.09612041,184.56589989,436.45655867
NEX,Nash,0.18564784446979898,715.36148155,7900548.112581537,0.0,-1.35455104,-9.20784431,5.5027027,46.08940637,22.585211
DPR,Deeper Network,0.002677588806016756,147874.55768193,7862894.1324811485,-0.00033477,-1.95276806,-9.56810052,-49.52717595,28.89380574,78.07465936
POOL,PoolTogether,1.1592735070710491,1698.86906239,7846554.325345467,5.16227531,6.63514959,17.19816831,-2.53289823,213.50438855,272.76150996
GZONE,GameZone,0.00930349425344181,5403.11815861,7816026.332656426,0.19397479,4.99695796,-6.46041252,-19.82900249,15.96954861,19.6579508
BXX,Baanx,0.0408297104619224,38145.7194084,7811464.670610639,-0.12979414,-1.90394559,11.50221775,-39.29737993,31.1961404,7.85042914
GARI,Gari Network,0.01390706272694952,346475.36253932,7809332.632796653,-1.14307039,0.33551178,2.77105771,-1.75099854,112.18861247,66.03260724
ORBT,Orbitt Token,0.5190569041776835,3584760.85609077,7754710.148414591,-0.39965906,4.07620157,4.15558368,6.17979134,152.20924605,215.71905933
SUGAR,Sugar Boy,0.00794158271735176,478776.74545671,7754002.533567912,0.12861551,-5.22691468,12.37290382,-46.98836375,-65.99765517,-65.99765517
KAN,KAN,0.0008067136796278635,129939.11296162,7740416.690424282,0.24392266,-0.05511091,0.94384333,2.82240991,8.91898628,4.74238034
WSDM,Wisdomise AI,0.02298536306302413,1315240.17344568,7716533.057303487,-0.67710914,-14.09607009,129.8834401,54.98933222,123.23032923,29.31229434
POOLX,Poolz Finance,1.484280972521697,394052.26848679,7680786.320000212,-0.50533774,-1.7734016,-18.04033464,-40.04371498,11.24893496,-15.93331277
NFTX,NFTX,51.904735921416254,923.30920682,7667819.500739084,0.0,2.26184493,69.97035347,50.92483271,108.74659229,137.43982336
BVM,Bitcoin Virtual Machine,0.3054131655112879,41014.69995269,7580024.921771413,-0.08192114,1.56139343,9.27421922,-7.95674467,4.49364043,-12.20672708
BOB,Build On BNB,1.789364318905154e-08,562362.20248879,7527676.753202093,1.97838496,-20.85814923,-52.24262674,-25.3522575,-47.70782885,-47.70782885
LEDGER,Ledger AI,0.003920188573807746,55479.08601877,7524506.1382336235,0.30889561,-1.5963776,19.76322678,-6.10075478,-8.72067146,11.19868068
DINGO,Dingocoin,6.716252223825972e-05,171043.80311517,7488314.884645723,-0.65915757,-10.4572902,-20.32341059,49.32341849,1255.56394448,699.47052184
AKITA,Akita Inu,1.0951262717071866e-07,188378.25426006,7454693.313448387,-0.30157337,1.08809947,12.05095303,-35.30243601,4.07840781,34.08277266
FANC,fanC,0.006749945772870769,1011432.02287639,7344790.477441447,0.64896603,-0.74367552,6.775289,-24.92423497,-4.14481323,-13.19035249
IMPT,IMPT,0.005473213924532279,701591.26410283,7303279.312235612,0.11157727,-2.87278864,1.03058022,-12.41845791,14.35193935,84.09248098
SIS,Symbiosis,0.11891610165538911,135223.0552502,7297642.8507235125,0.82620249,-0.13970204,-2.37297741,-17.71273834,36.75825213,-41.67922143
HOGE,Hoge Finance,1.8505677685266102e-05,6532.94723031,7280163.852818559,-0.12278049,-5.29058675,-5.78620913,-44.64861088,-6.07228418,72.64118286
WHALE,WHALE,0.7236127702835325,14140.50907747,7236127.702835325,0.04840595,-0.41133134,8.0154612,-16.20924135,-6.40982415,2.97926048
CEL,Celsius,0.19122802017291002,1267591.21095165,7213142.147232405,0.49371344,2.022418,-2.04238418,-27.16594789,-17.66064786,-35.83510115
HAPI,HAPI Protocol,9.759933703360268,1028327.17604522,7146542.400646236,0.25947048,-0.05288973,-0.91131436,-38.60841873,19.78893658,15.78644662
IZI,Izumi Finance,0.009051401388746536,108305.15263989,7127073.453499022,0.34730276,-3.89650977,0.66676473,-21.30626931,11.89712348,-2.78223718
VERSE,Verse,0.0002622361804975732,43363.01053692,7102156.790577688,-0.14990729,-1.26604624,35.16584355,14.4403744,21.56984261,36.84583984
BRAINLET,Brainlet,0.0074470877768531,1594379.95509691,7096371.2068766905,1.45620122,-2.60810921,-19.63656238,-68.44884171,-74.62942091,-72.32497983
XNC,XeniosCoin,0.09266437028244393,0.0,7067970.956364082,0.12177244,2.19877409,5.79230289,1.25144656,-69.12858919,-69.09621268
ADP,Adappter Token,0.0017148358477171162,558636.22854623,7067475.355027151,0.09271279,0.04829115,13.6933417,-7.33649408,1.82827731,-8.4219553
ML,Mintlayer,0.11004672703875532,477971.61141805,7064846.910937508,-0.07809268,-11.7975205,8.77493079,-43.17664352,-3.87271601,-22.23170666
OPTI,Optimus AI,0.07378203068482574,44195.26376199,7011870.785428542,-0.94169711,2.21521135,10.20055315,-13.71703603,-33.07512575,47.97315524
BYTE,Byte,7.269735389159789e-06,42229.7154129,7011420.12494447,0.23528194,3.59683057,1.25670118,-36.47632439,-51.69665047,-45.49248632
KIMBO,Kimbo,0.00010065724213532504,237611.58078709,6987625.749034264,0.19198913,13.50155299,22.49532461,-43.93659993,49.92537621,18.25418397
FUSE,Fuse,0.03176252959189358,1432223.20267897,6984013.850545615,-0.16961217,4.89403644,9.48917326,-28.53037766,7.77868505,6.71631091
POOH,POOH,1.6595653127420262e-08,610083.18520989,6981625.3141744295,0.19529891,10.53310065,29.28761462,-23.72262931,-18.6465996,5.6454497
TBULL,Tron Bull,0.0069584358278670716,2188449.66783542,6958435.808313867,-0.0260191,0.48419724,-1.72397074,-61.08320409,-15.17668878,-14.56412751
PIKA,Pikamoon,0.0003986763022023269,31752.99557209,6958269.762001782,-0.60369232,-1.49827766,-5.59830474,-43.95769489,14.83754586,5.60928809
GXA,GALAXIA,0.002739420299479667,10633.65004868,6893414.037705485,2.79390758,6.91792683,9.97156139,75.81089472,91.1019329,50.07309001
TSUKA,Dejitaru Tsuka,0.0068809260861690934,92262.05501085,6880926.086169094,0.18080976,3.31660705,-1.80637426,-43.02932076,31.17013386,8.16954015
MEV,MEVerse,0.0039802790037372655,527339.16023499,6872528.982930009,0.44268786,2.24085252,4.93311233,-11.70686516,2.72217665,-0.33993482
KIMA,Kima Network,0.6340142039911103,1736327.22511238,6857019.770602745,0.9479997,-0.64550281,17.24088272,-20.46320513,10.32934869,10.32934869
ISK,ISKRA Token,0.01996170199712591,35372.42750524,6849838.657501117,-1.61250572,-3.95419536,-8.75810881,-33.90043929,-0.96115224,-33.15494314
CAGA,Crypto Asset Governance Alliance,0.00011134232563421308,557166.7827504,6846670.393843021,-0.01119762,-0.75899846,-13.32107703,-21.11749722,-26.29660104,-51.34806791
DOME,Everdome,0.00035901080109055977,496612.29924564,6820789.151255895,-0.58688977,-4.37442274,3.77917996,-25.74216928,56.51320728,46.38023696
vDAI,Venus DAI,0.024707930037840203,0.0,6783256.43125481,-0.008868,0.06728995,0.27148097,1.00666933,1.94291811,2.62265544
OTK,Octokn,0.022196182688284483,43412.81182872,6728481.791108207,-4.35053201,-2.97805998,-8.44191984,-44.10582768,-14.9986531,-23.22675119
CTP,Ctomorrow Platform,0.0041244107009599336,266057.48735613,6725317.520725898,-0.02360767,-1.38687489,-5.59151405,-16.26070171,6.942403,-9.95716505
GOGLZ,GOGGLES,0.1931789681668282,16985.43658708,6710671.473149903,-0.57066455,-7.95318565,29.14342487,-61.00937705,-21.68209294,-16.07919439
COIN,8-Bit Coin,0.0002231089545858999,2038.89890029,6693268.637576997,0.32774451,1.86725851,42.55545884,-18.39450086,-31.0287109,-65.17586794
WIKEN,Project WITH,0.006347199853361809,1048699.84258106,6683753.480068072,0.22189915,1.90680006,5.9985653,-14.10467128,-1.5072617,-7.20999843
AGRI,AgriDex,0.08906013043524635,378614.29863343,6679509.693583346,-0.00794952,-3.01556362,-4.25887162,7.15561714,-10.29719702,-10.29719702
ZF,zkSwap Finance,0.013414703815192074,619327.15326566,6674134.234952007,0.02719617,0.10239286,0.36675518,-35.97780998,5.53464509,-6.70119621
BTM,BytomDAO,0.004062379384955149,57087.6579216,6664396.721272678,-0.16440907,-0.88904476,2.7517442,-32.73433931,-4.2699011,-19.92224411
ICHI,ICHI,0.7242594776333676,8176.05558357,6650058.81670844,0.00500383,0.87868474,4.79086482,-38.67063537,-28.7106139,-31.05926823
TALENT,Talent Protocol,0.06858891783535288,864505.79796913,6643990.357951918,0.72434534,0.51607634,2.36552671,-29.85622446,-24.36989023,-4.32663479
$DRF,DRIFE,0.007195120441015338,66257.5426412,6641309.251763505,0.00397346,0.55802522,-36.11694063,-68.38061977,-72.02854041,-72.02854041
TEMCO,TEMCO,0.0016681471442104344,3354216.8638751,6627976.338561744,0.63433916,11.93756098,13.01979556,-4.86031005,37.7045004,7.28089869
WLTH,Common Wealth,0.020932978572591496,149661.66965878,6594111.514607894,-1.49602609,3.83027905,-5.60578878,-21.68689488,-31.78160706,-48.12508819
OUSD,Origin Dollar,1.0010614008105494,18814.69226605,6571671.81438685,-0.01021209,0.13808957,0.15904939,0.26114208,0.06218011,0.25732196
SMURFCAT,Real Smurf Cat,7.004733452500897e-05,183111.07038829,6571070.404456567,-1.27395666,1.8712941,-4.63590202,-46.70961768,-50.80581563,-54.95796868
REP,Augur,0.5966871024849354,58367.91088791,6563558.127334289,3.45129912,0.24784383,3.86763859,-13.12893299,93.7015073,111.84564439
PLN,Plearn,0.07623181658009023,96174.79956486,6560792.573762995,-0.72560495,-0.28709822,-0.40958863,-26.88572328,-4.9274387,-22.40710963
TANGO,Contango,0.058415598821788414,54613.91006511,6548546.040487409,-0.18987583,2.13101291,9.40300205,-49.41150626,10.54680729,10.54680729
UNIBOT,UniBot,6.546017140924338,818684.17203522,6546017.140924338,-0.24675178,1.6116377,2.11792533,-24.83849982,-6.2489572,20.4328288
QUDEFI,Qudefi,0.07431732672530136,9840.45537038,6528339.310986544,0.0,-0.54836292,25.96174439,1193.43739316,1622.56265552,665.66589559
HAMMY,SAD HAMSTER,0.006920798231956293,271981.08192605,6518708.5056774225,0.49922433,8.49867536,40.71975952,-43.21512269,-62.20959702,-64.89029509
MUSE,Muse,12.748265118367161,589843.3870165,6483181.219006093,-1.45196352,5.52031099,11.71004075,0.93488334,93.65960045,77.43838369
CRU,Crust Network,0.4573963842041551,494331.08884291,6466930.338420957,0.2559982,6.38504,-2.88553981,-35.52944501,24.90395565,17.62194482
3ULL,PLAYA3ULL GAMES,0.0013621922469295908,1537701.78698745,6433955.283895933,-0.07280028,-5.2195992,-7.35008618,-53.35771002,-6.50990912,-23.16393108
SHI,Shina Inu,5.257571745961348e-07,229957.7966278,6422346.021246307,-0.20517453,-4.15287365,5.70780009,-18.55845411,1.3146705,6.00440487
ELIX,Elixir Games,0.026101313166511663,450422.2689306,6418988.32537195,-0.54363478,0.30482644,-25.49754972,-57.55728508,109.2036719,17.31768938
EMRX,Emirex Token,0.23508036363301651,43223.24864374,6408000.388386943,0.00382039,0.06245571,0.23705135,-0.04150045,-0.009027,0.09713032
BDP,Big Data Protocol,0.12198978770949681,133398.01854129,6377486.555904555,0.32747297,3.82270786,0.44946409,-32.65106451,-1.80529437,1.96199474
GMM,Gamium,0.0001298567424094595,148217.34108358,6365070.66361398,0.52164057,-1.11707277,1.89301204,-35.59545007,10.97637363,-16.56992409
PUPS,PUPS (Ordinals) [Old],0.8187289651740615,0.0,6361524.059402457,0.0,0.0,-57.57016888,-71.67713132,19.70673777,495.18393716
KEY,SelfKey,0.0010600439563439705,1115461.49042755,6360263.689793738,-0.40063088,2.65165242,13.24202873,-50.60029957,-69.17194415,-70.23096507
MV,GensoKishi Metaverse,0.013806969392986044,752780.80929701,6347582.995696905,-0.25474507,1.08087734,-0.79256752,-23.37684611,88.43377687,66.41432037
FNCY,FNCY,0.0059076132589861805,12465.03644073,6347039.450473758,-0.00213231,-3.37434133,-8.30839179,-29.57031709,-5.8306121,-17.93389497
CRAI,Cryptify AI,0.00904613089471768,284288.18978365,6332291.626302375,0.08564707,1.4190492,17.36078559,1.14304762,-27.69377467,128.78655467
MONOPOLY,Meta Monopoly,0.006318686057803728,32566.53322767,6318686.057803729,0.83856277,-14.69166294,-12.07827309,234.0376232,92.19427291,102.47603711
GBYTE,Obyte,7.216535335121273,7518.93170745,6309030.223441498,-0.00207168,2.06133167,9.62063765,7.53197587,16.09343977,-0.49447063
ASTA,ASTA,0.00300155313935256,2.55409658,6303261.562624845,0.01069373,-0.46174684,-0.29048688,104.292526,104.4941439,105.69008754
RAIN,Rain Coin,6.300588026405264,71912.18344841,6300588.026405264,-0.61835382,3.53649492,18.70721355,22.56047984,42.49175292,5.10754372
PLI,Plugin Decentralized Oracle,0.041594844917024296,735253.45294592,6296031.111868183,-0.52499193,2.15638657,5.92077574,-6.01194582,176.92062811,178.28845063
BCN,Bytecoin,3.412767041132376e-05,685.0636003,6281772.067423724,1.30406701,1.74370128,7.4404753,-32.97605637,76.74317894,58.10594059
MARSH,UnMarshal,0.09970935806230687,760159.15866176,6274937.007814913,-1.00754138,4.4677263,16.06991719,-20.52234076,80.83656316,45.45494071
RWA,Xend Finance,0.05860807486404185,102577.70895772,6273027.396784603,-0.40250189,4.1414166,11.20219254,-5.27439445,47.66835907,27.20302923
PUSS,PussFi,0.007135837539654442,911862.68209144,6271149.721304387,0.25853355,2.02002011,-0.99474547,-12.10743938,142.92393597,18.77440654
RBX,RabbitX,0.010396058380800375,62972.67080664,6268782.162165263,0.09446182,0.96868627,-6.99130574,-52.80930679,-35.66783234,-3.09112061
FRIC,Fric,0.006266761143100681,2866594.9562136,6266715.840684378,-2.14077463,-15.32448905,2.51841844,-49.64362266,9.6670069,9.6670069
HUND,HUND,0.015642707810388387,11637065.30594474,6243835.608701264,-0.63707288,-1.15806013,-5.41033273,12.41901392,114.48373368,223.4343408
ZERO,ZeroLend,0.00023012034411812375,4818339.17056909,6224837.949213227,0.42782892,0.86863597,2.0707234,-40.31254254,-3.67958176,-25.29117298
WNZ,Winnerz,0.029123129872103973,9108.57775066,6221442.277676121,-0.1317537,1.2846541,8.07239698,4.7451547,-23.92218442,-21.29045209
BAN,Banano,0.0038913911267114128,60931.54363978,6219101.8758078925,-0.00224228,-0.02433067,-1.79993628,-37.39269023,41.26417371,37.23749221
TYPE,TypeAI,0.6526871008776177,96386.79207278,6200527.458337368,-0.61091518,-14.70039383,39.88101345,-41.76001196,138.9292907,106.92817907
MYST,Mysterium,0.3094966032714186,73453.73558868,6200339.817203183,0.10381718,1.07459648,42.95989403,27.18106004,12.65725897,31.4341451
SPARKLET,Upland (SPARKLET),0.0352177901795966,323575.20129444,6188261.341485738,0.25147054,-2.42393711,-4.65513893,-2.11776674,-33.56283508,-38.83623173
SWASH,Swash,0.0062134532327878505,153493.96830453,6186004.117848315,0.23367016,1.18344556,15.2014099,-15.57701123,11.27393839,14.67701955
AZIT,Azit,0.022104771122712863,785408.24285494,6115124.914660356,0.15516179,0.66096543,7.3833719,-21.54074223,4.94752775,-7.91372826
ELIZA,Eliza (ai16zeliza),0.006357996742141973,2623982.6079162,6110365.209918508,-1.39942266,-6.50435889,7.28714636,-22.01946233,-86.09576352,-86.09576352
MCRT,MagicCraft,0.0012102021369034478,378237.3169757,6097332.268960557,-1.4017602,18.70440817,13.24997364,-19.36960741,30.4750615,30.62443459
5IRE,5ire,0.006903443055469919,383546.50304479,6089821.72585315,0.01431111,-0.83734099,-10.15333653,-50.28366665,-9.05738656,-21.30780894
SQR,Magic Square,0.038962605691943354,115407.68862525,6079110.427894772,-0.18910963,-3.26627173,2.63079803,-31.53915265,1.18415034,-26.40863247
HDN,Hydranet,0.03827040800595651,10025.31087302,6066965.147949767,-3.81087202,-0.79172811,-8.63442687,-41.80767346,21.36985271,9.25835629
KIMBA,The White Lion,3.608542596017626e-05,215669.88675368,6062351.549834446,-0.22435514,-20.2430382,-22.42628035,-79.74944351,-79.74944351,-79.74944351
IRIS,IRISnet,0.003727633106861975,190758.65453651,6049243.06200316,0.08714683,4.70885047,-2.23208681,-64.18375598,-74.69759377,-75.02877359
KEX,KIRA,0.029340896945644217,226844.51524825,6031492.746027512,0.08600713,7.89120081,1.67772786,-6.22194104,23.41243526,18.78313381
SOLAMA,Solama,0.009205870357208362,257854.49485627,6019424.729167393,0.00334368,0.43740798,2.58909998,-31.74160176,-67.92182618,-32.55238231
RBW,Rainbow Token,0.03053464844288594,0.0,6003883.066952449,0.00261769,0.06834749,0.23994877,-0.03720399,-0.01901794,909.37475822
UNFI,Unifi Protocol DAO,0.6266324085228115,1286628.51300398,5983493.612543487,-1.8238142,-4.43033748,-3.1631216,-39.18701403,-47.86600223,-77.2237433
PIP,Pip,0.036756528049661265,3065063.33021776,5966805.664591417,0.5953055,-8.50860789,-11.22505505,5.11691977,46.85433299,39.00517525
ORNJ,Orange,0.06988430035240983,814186.00697186,5940165.529954836,-0.41436429,-8.81199595,-12.04079439,-47.59341565,4.74720883,-19.44271035
OMAX,Omax Coin,0.0006808282897072582,1029214.29445532,5901417.565889361,-0.25212134,-2.05079444,-2.91842749,-36.13297924,67.50737849,85.22853591
DUKO,DUKO,0.0006045742993396426,1468371.77379372,5842579.421503392,0.13099932,-2.87136702,-8.50199136,-46.35420658,-45.82913124,-44.32335211
ZKF,ZKFair,0.0005841837652559369,1433386.90838363,5841837.652559369,-0.02427265,1.51547656,8.34043511,-33.58236503,-17.21147786,-27.99726949
MAK,MetaCene,0.030380847721161713,744881.00676008,5820464.855687656,0.04669029,-0.51211259,16.45829713,8.60545474,-41.46938558,-10.12394636
$MONG,MongCoin,1.0011793496369636e-08,993185.62932344,5818814.729422676,-0.19529562,-0.71772328,14.68845538,-37.31181481,-27.92732266,-40.61729201
NIKO,NikolAI,0.0058029824914859,102082.98547764,5802982.491485899,0.20509213,-3.17705125,-10.20382599,-62.08027485,-88.36685709,-88.36685709
ABEL,Abelian,0.06419122954231901,52553.15929169,5741592.229360269,-0.88440178,-7.86080144,-0.65167847,46.58454184,91.40363293,26.93519616
ZUKI,Zukiverse,0.15531780828680475,437.3130377,5718649.800303646,-0.7105419,-1.36715147,-2.58668851,-22.74049956,-48.87363258,-78.98985469
SOFI,RAI Finance,0.011140141385307873,402573.88306027,5712699.034485857,0.33240317,4.13846058,5.46741311,-17.50773441,8.98986476,3.87287815
AREA,Areon Network,0.04800052442211963,324553.05001473,5710212.27401891,0.74223517,0.59788265,-4.77841549,-34.44079976,7.7062836,3.39434646
IDLE,Idle,0.6396131043185866,19441.17875457,5696014.095094241,0.0,3.60882272,3.00390013,3.65593857,153.61745205,124.96412138
BEER,BEERCOIN,1.0342646808210385e-05,1174536.40834994,5685987.367683794,-0.53137296,1.47306334,6.13239254,-22.49271621,9.96692395,-25.00619772
CARR,Carnomaly,0.003554934147433439,87136.5708795,5655900.228566602,1.24968279,11.66372274,25.27799039,-20.52249057,-23.78633575,66.35576078
BEPRO,Bepro,0.0005646984763222063,342191.37374567,5646984.763222063,3.47887802,-1.67679732,-2.99197709,-32.59164003,43.66040514,43.39664024
KLAUS,Klaus,0.005622814211054383,715454.47104844,5622814.211054383,-0.00982054,-9.25629585,-7.33426005,-31.26345001,-55.03199443,-7.47147486
SLOTH,Slothana,0.0033138512410987755,665066.95916539,5617369.391814263,-0.65003068,-2.70580857,-6.06720397,-30.42007888,-33.24068245,-31.74058086
EQUAD,QuadrantProtocol,0.005598005020631749,28.9573213,5598005.020631749,0.01036594,-0.21429489,1.27030153,-2.19846198,-16.52263801,-19.49340428
RJV,Rejuve.AI,0.020587730847392672,1053441.57518789,5586606.650274725,-0.67744217,-0.8986433,16.65312873,-15.82437614,76.64501507,42.62386717
ATS,Alltoscan,0.09049632737157659,139087.65046868,5582675.744696535,0.04916924,-1.14486405,-3.56596061,-26.19523928,-40.7856914,-50.71191556
ZNN,Zenon,0.8809846102824387,3616.03123883,5577293.690210518,0.0,-2.95345074,-6.79051868,-39.18304561,-0.20801829,-12.45404618
WARPED,Warped Games,0.000964194616760276,45158.99657143,5566451.07703879,8.804e-05,3.51893178,14.66609267,-17.57909194,-37.9268075,-0.40899687
ORC,Orbit Chain,0.008284092176998726,154486.166873,5551598.442194586,0.49722221,7.8802601,6.93900245,-31.23539373,68.30558708,106.67325472
REVV,REVV,0.004655443964888373,499625.88207598,5543212.478416791,-0.49267229,4.39647926,5.82892225,-17.39741265,19.41033751,-3.10694675
SLN,Smart Layer Network,0.19224172460355263,871388.3965699,5538302.059446934,-0.61871844,0.82002252,-0.14659982,-27.58333869,-28.60301944,-41.7635858
ROCK,Zenrock,0.04286859372025466,183614.76475064,5535281.859228439,-0.10392369,-5.45301457,-6.70629773,-8.21732599,-28.13423245,-28.13423245
GOODBOY,GoodBoy,0.005522640933553736,5073.42028844,5522640.933553736,-0.3100588,-8.82572609,-52.18325052,-73.5526848,-73.5526848,-73.5526848
UBXS,UBXS Token,0.09633359026963238,936941.52117321,5505953.095212158,1.33389228,23.76660856,31.98855811,-39.73945998,-10.37916805,1.60288251
DIO,Decimated,0.012573761087094782,560323.38826587,5476978.451078316,-1.53417034,-6.07435583,-7.24740181,-25.72151832,9.78250116,27.14282468
RADAR,DappRadar,0.005700263391742631,452353.99134827,5472801.090305153,0.81270177,0.3292639,3.68962782,-20.40384362,41.44853987,22.64559549
BTC2,Bitcoin 2,0.2982096143169074,1514.32120759,5458072.657044209,-0.56690151,-5.8188829,1.2059415,-14.50243592,8.93573149,-8.39345958
KLIMA,KlimaDAO,0.6824602759142226,354871.7284067,5457883.924486747,0.21728475,3.59583002,-14.73191107,-42.25220978,-60.40232772,-52.00071995
KINIC,Kinic,1.901873296742792,111201.89991724,5455751.776502308,0.47960554,0.4893268,35.52937143,-1.63624331,21.92707816,28.91854651
VGX,VGX Token,0.01591518376813955,1963592.77794439,5453987.867266666,1.65870037,8.35200029,16.31214709,9.24443735,50.1325403,36.12689726
DIVI,Divi,0.0013133833113722388,169683.67040276,5450499.541290483,11.38435325,11.70406128,5.213155,-1.16671392,22.34904358,51.88873199
CHAT,Solchat,0.6769711038406143,189534.34126605,5445189.9948978275,0.13799255,6.26440574,-2.24128358,-57.67494988,-48.0540807,-30.43363461
BTS,BitShares,0.0018178793531865886,81260.06625691,5444657.735555024,2.00590459,2.06218099,16.58518637,-55.91435892,8.1346833,-1.01693371
ITHACA,Ithaca Protocol,0.06765282001614381,327338.30044271,5397754.324825952,-2.35240078,3.1345879,-7.72569566,-30.61714342,-30.61714342,-30.61714342
LBL,LABEL AI,0.0024087893630284824,192204.6285265,5374930.62836863,-0.00520414,-1.05212608,9.47132156,-16.00407691,-8.14888916,-5.75249765
ASTX,Asterix Labs,536.9951265112232,43599.46915013,5369951.265112232,0.0,7.81225829,19.50277212,-39.55810545,25.01062963,-7.60580101
MOZ,Mozaic,0.017260635487337483,489129.47642069,5342324.5095303,0.02417072,-20.04434026,41.43027295,9.89458174,38.33337265,24.75052469
ESE,Eesee,0.029296866383335198,2264090.04634406,5333216.409933596,-1.7390949,-5.02709504,7.27441796,-15.85946762,71.3012638,108.03622124
AGX,AGIX,0.06370320626171533,135833.15254019,5299276.47770379,4.36469981,13.11233437,6.63993114,-34.55777956,109.90248363,25.43618464
GG,Reboot,0.0326155911558639,339416.52075419,5291486.157931622,0.91751654,5.4717009,-1.82153362,-19.306399,-5.34311193,90.29576096
GINNAN,Ginnan The Cat,7.604669549907409e-07,4174440.90960175,5247220.7439349685,3.19230317,10.64936973,1.43336725,-69.09397117,-71.48173627,-57.74390382
